1.173080266718753463e-02,5.406408953093164715e-01,1.000000000000000000e+00,7.185643614157011250e-01,1.002588437228037060e-01,1.396270371850677006e-03,3.942847881666085019e-01,1.821727256368906589e-01,4.584060113052231822e-01,2.799560539728253216e-05,5.043908517622136718e-04,5.934535548528755273e-08,9.667504268093671249e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
3.416866506784246166e-02,8.228346580560184087e-01,4.584060113052236818e-01,8.118010347025438334e-01,5.168513344916991770e-01,1.066682006403529490e-02,9.017579970154243618e-01,8.164415134005480468e-01,1.000000000000000000e+00,3.758501042155424471e-04,6.195219871723158141e-03,3.144385817901776291e-06,5.664310036602373533e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
3.047063836681710922e-02,8.440956663652021160e-07,3.518714242828757758e-07,9.222034279840521498e-07,2.171700623232832557e-06,9.886988192844337053e-02,2.776503427443003583e-06,1.543612525267166750e-05,1.287787287993559401e-05,4.422132663558490107e-01,2.826565486772907310e-01,8.330432202673572206e-01,3.111517526933279990e-06,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.722854885059758388e-03,4.819089900902021051e-01,9.876618400213149629e-02,3.815551033594292707e-01,9.185122844014573795e-01,1.712053539986373380e-03,7.309508260583336137e-01,8.677947980907932957e-01,5.627048688069558047e-01,4.678763582903870281e-05,1.438100953302598418e-03,6.285237788721093172e-07,9.986009795428266722e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
2.547798673614821707e-01,2.215194858751752896e-04,9.707759022334694148e-05,2.302142870412626817e-04,4.180121746110129267e-04,4.684176053931884409e-01,5.547208994692826673e-04,1.999616233668241073e-03,1.836304777028908855e-03,6.327064398681768731e-01,9.012457800470839997e-01,3.163193145796115990e-01,5.506561449321917441e-04,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00
1.241274670864784685e-01,1.374273825869571583e-05,5.728825626432993604e-06,1.338333877017463116e-05,1.496195368541107153e-05,3.809596829837052501e-01,2.823995532623355470e-05,1.343852342664011675e-04,1.323580245299441386e-04,8.911444668868611085e-01,5.483752549671825349e-01,6.331080365598513726e-01,2.644614915135528547e-05,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.573021295978704437e-01,2.128335825953212154e-04,1.083655850993146575e-04,2.101897213707199430e-04,1.716591042245301337e-04,7.321803650274093522e-01,3.649749568221502169e-04,1.295575864061112789e-03,1.488479723059430706e-03,9.176281734712544713e-01,8.251755801153655145e-01,2.934631837011466016e-01,2.829048318761588870e-04,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.179496368908233839e-02,8.311042838521254250e-01,4.231620823177486557e-01,8.298585619513457745e-01,6.838614092123559418e-01,3.114369997903170331e-03,9.965967134435936847e-01,8.164415134005482688e-01,9.048374180359596286e-01,8.164696848982881813e-05,2.037055288469531971e-03,5.844060801195546749e-07,6.863277470299474770e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
1.212658205507870929e-02,9.139311852712280748e-01,5.299354883175685371e-01,9.272797305339988139e-01,5.571058618121740302e-01,2.983953520984513469e-03,9.689028703707628365e-01,7.380084533820823189e-01,9.093729344682314197e-01,7.075267923859291850e-05,1.651955643301708434e-03,3.941404015652749346e-07,5.830980062410812126e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
4.407331302868864459e-02,2.097005884283547833e-06,6.673174281262730876e-07,1.894605349420076738e-06,3.440134460459435290e-06,1.866733349283977994e-01,5.077549380501902665e-06,3.108453902042088385e-05,2.593285137843095252e-05,6.529072783923915990e-01,3.333631884687079938e-01,8.646352555484418945e-01,6.092817131694650789e-06,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.087069810653473242e-04,2.172439935079017065e-10,1.198236544785916926e-10,2.571143984291033261e-10,5.994551239855548092e-10,3.264965206432872847e-03,8.731937609114713095e-10,7.399895192590746980e-09,7.087026343266293370e-09,6.273597994775424735e-02,1.299068486419266248e-02,4.648673948546443446e-01,8.850296222604856317e-10,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
