9.991848137203223068e-01,1.273309453398570046e-01,1.431906362570756763e-01,1.819830543470547443e-02,1.000000000000000000e+00
1.653688058498219149e-02,1.301909187136439383e-01,1.267361946168146791e-01,9.993207934140065918e-01,1.000000000000000000e+00
1.284749194606339684e-01,9.991043972141526730e-01,1.625698172429166158e-02,1.260232363673785549e-01,-1.000000000000000000e+00
1.392957362874709393e-01,9.994770090925291228e-01,1.997882604192867395e-02,1.429186505208761004e-01,-1.000000000000000000e+00
1.701647535211773393e-02,1.270494925889062987e-01,1.336594703141972262e-01,9.995268584123284672e-01,1.000000000000000000e+00
1.807736887904871220e-02,1.336012590066367189e-01,1.350988398778528166e-01,9.999856043300238140e-01,1.000000000000000000e+00
1.368710668175181222e-01,9.999692319228283832e-01,1.835696253015254784e-02,1.336981627633730407e-01,-1.000000000000000000e+00
9.993723911905105783e-01,1.436434160825487139e-01,1.307789824590278038e-01,1.874453233168999963e-02,1.000000000000000000e+00
1.804412551602550471e-02,1.310413539225397939e-01,1.374635651583827889e-01,9.998553922518387260e-01,1.000000000000000000e+00
9.993626509125677071e-01,1.323157475266673599e-01,1.266388331748072027e-01,1.671938918283132069e-02,1.000000000000000000e+00
2.033236970805911772e-02,1.460250827827075104e-01,1.389176467298112450e-01,9.991247147713567811e-01,1.000000000000000000e+00
1.245359598743631391e-01,9.991639872169636449e-01,1.674565402824154323e-02,1.339342587979621135e-01,-1.000000000000000000e+00
1.252195340929322664e-01,9.992334766650954325e-01,1.728049590638586208e-02,1.374712502257121327e-01,-1.000000000000000000e+00
9.995787675359328883e-01,1.283287770451254362e-01,1.321236005471198016e-01,1.691510875429376448e-02,1.000000000000000000e+00
1.840124951616416843e-02,1.355090570188526855e-01,1.355870459443102860e-01,9.999977721721138302e-01,1.000000000000000000e+00
1.370521278120548081e-01,9.999706106738610600e-01,1.842907694658819234e-02,1.340466674271102998e-01,-1.000000000000000000e+00
1.280898517008541571e-01,9.992878404289414762e-01,1.829937423048308073e-02,1.423282453085545629e-01,-1.000000000000000000e+00
1.490717567268823596e-01,2.008559215951146934e-02,9.988609351052761820e-01,1.348186687107424953e-01,-1.000000000000000000e+00
1.699113252268738897e-02,1.286236534563783007e-01,1.318425909746157587e-01,9.996294315014877530e-01,1.000000000000000000e+00
1.835719284133097498e-02,1.386329170017169821e-01,1.321984432443810697e-01,9.998477063573272261e-01,1.000000000000000000e+00
1.257459439905324328e-01,9.988385251838010070e-01,1.596573535349958897e-02,1.264181299111090950e-01,-1.000000000000000000e+00
1.950455157498640069e-02,1.414024252478785770e-01,1.376911156575251760e-01,9.996908108003800253e-01,1.000000000000000000e+00
1.805943074537924575e-02,1.298756746843817422e-01,1.387958208542167116e-01,9.997282701158027862e-01,1.000000000000000000e+00
1.367158156020247817e-01,9.999744373098417016e-01,1.835080108789833436e-02,1.338058684784141916e-01,-1.000000000000000000e+00
1.976024065297871807e-02,1.382417036786131870e-01,1.426640296609511527e-01,9.995689925159121358e-01,1.000000000000000000e+00
1.975986673023900561e-02,1.399449053464657811e-01,1.409348489193774923e-01,9.996232898881295403e-01,1.000000000000000000e+00
9.998367349405444804e-01,1.324308428644064561e-01,1.316820292255019009e-01,1.739285979610584801e-02,1.000000000000000000e+00
1.240546402036091650e-01,9.990913725075846186e-01,1.682389618367518408e-02,1.350736033469673858e-01,-1.000000000000000000e+00
9.998968948516986366e-01,1.314615857428365620e-01,1.364598961252499465e-01,1.789168470889355989e-02,1.000000000000000000e+00
1.707430448407468854e-02,1.304744690754363334e-01,1.306207333249736757e-01,9.997052311573673133e-01,1.000000000000000000e+00
1.357567795027472268e-01,1.832430391599073477e-02,9.999999283010065909e-01,1.352287783028627566e-01,-1.000000000000000000e+00
9.992460682322230614e-01,1.329345893750239482e-01,1.462495722869980308e-01,1.940427320746561726e-02,1.000000000000000000e+00
1.305198792605548608e-01,9.996794700593738536e-01,1.833689553002446765e-02,1.400171243943740818e-01,-1.000000000000000000e+00
9.994376296542274440e-01,1.304574734993672602e-01,1.435412487466497800e-01,1.868608920441366950e-02,1.000000000000000000e+00
1.359793754697157242e-01,9.999937546453150361e-01,1.833969354264273002e-02,1.344523894950557796e-01,-1.000000000000000000e+00
9.991313207885064163e-01,1.451670353192406615e-01,1.414006834290089387e-01,2.048868768064867826e-02,1.000000000000000000e+00
1.655629230159744170e-02,1.242579022889045842e-01,1.329090524475163015e-01,9.991199880148663448e-01,1.000000000000000000e+00
1.342195463984342252e-01,9.998249123170875885e-01,1.886019169643262522e-02,1.400640289593312326e-01,-1.000000000000000000e+00
1.360575038075713949e-01,1.959500897556610069e-02,9.994779788202965420e-01,1.442101056353144728e-01,-1.000000000000000000e+00
1.411843737536002674e-01,9.995341919807129161e-01,1.832495763893858889e-02,1.293267364069388969e-01,-1.000000000000000000e+00
9.999909691324786465e-01,1.360599987918717224e-01,1.364524549352955085e-01,1.851471308558294906e-02,1.000000000000000000e+00
1.935585765293367996e-02,1.370366237068442183e-01,1.409982168107515588e-01,9.997544495095401773e-01,1.000000000000000000e+00
1.843871319908770359e-02,1.379177975474480400e-01,1.334830345892056014e-01,9.999221102304887143e-01,1.000000000000000000e+00
1.869756302391665723e-02,1.391285913743761649e-01,1.341745754059568696e-01,9.998797941005180823e-01,1.000000000000000000e+00
1.875488049713935901e-02,1.377768730233110417e-01,1.359136710336240339e-01,9.999464262557525851e-01,1.000000000000000000e+00
1.382340782107527311e-01,1.874552571312173080e-02,9.999532364280538932e-01,1.358488997551064170e-01,-1.000000000000000000e+00
1.352532629228277439e-01,9.992907255083690599e-01,1.975337691055091896e-02,1.455048421656194579e-01,-1.000000000000000000e+00
1.329118147822268836e-01,1.716096439121769443e-02,9.996996345733337730e-01,1.293191685158673887e-01,-1.000000000000000000e+00
1.416080242579361992e-01,1.974772743954658974e-02,9.996352970157112994e-01,1.396533988777824420e-01,-1.000000000000000000e+00
1.738103807251742752e-02,1.239628511828182039e-01,1.398387961297139215e-01,9.989611881683663208e-01,1.000000000000000000e+00
1.463137449439413096e-01,1.884252698570848539e-02,9.989864279133460201e-01,1.288784784141654427e-01,-1.000000000000000000e+00
1.872111625112037742e-02,1.384425721713325452e-01,1.350141019532498099e-01,9.999216063535308896e-01,1.000000000000000000e+00
9.988002920830232334e-01,1.482777654207827200e-01,1.315154309177005987e-01,1.946947798645948940e-02,1.000000000000000000e+00
1.347796233181595693e-01,9.999936630982578789e-01,1.814154323010242972e-02,1.341831925434404382e-01,-1.000000000000000000e+00
1.855970216877689608e-02,1.286445853731346123e-01,1.439307844849688767e-01,9.992217202210330607e-01,1.000000000000000000e+00
9.991654284079702908e-01,1.455863435849878151e-01,1.311178428439307431e-01,1.905128292133574999e-02,1.000000000000000000e+00
1.360993981571827494e-01,1.860912163913987227e-02,9.999787736394863957e-01,1.369814973369643529e-01,-1.000000000000000000e+00
2.009022405932693947e-02,1.484496170406260362e-01,1.349876487485669463e-01,9.988533830716168627e-01,1.000000000000000000e+00
1.323680642312562439e-01,9.999423843810212320e-01,1.787750619634842150e-02,1.346327250887320304e-01,-1.000000000000000000e+00
